authors,title,series,genres,availability,publication_date,editor,pages,isbn,summary,cover_path
"Black, Holly",The Queen of Nothing,The Folk of the Air (tome 3),Fantasy,,24/07/2020,Hot Key Books,320,9781471407598,"""His voice is soft, and I make the mistake of looking into his black eyes, at his wicked, curving mouth.

'But your beauty will fade,' he continues, just as softly, speaking like a lover. 'And all you have and all you are will rot away to nothing. You will be nothing. You are nothing.'""

As the exiled mortal Queen of Faerie, Jude is reeling from Cardan's betrayal and is determined to reclaim everything he took from her.
Opportunity arrives in the form of her deceptive twin sister, Taryn, whose life is in peril. Jude must  return to the treacherous Faerie Court and confront her lingering feelings for Cardan.
But Elfhame is not as she left it. War is brewing, and she becomes ensnared in the conflict's bloody politics. When a terrible curse is unleashed, panic spreads throughout the land, forcing Jude to choose between her ambition and her humanity.

The thrilling conclusion to the New York Times bestselling Folk of the Air series.",/MyLibrary/Images/Books/88.png
"Black, Holly",The Stolen Heir: A Novel of Elfhame,The Folk of the Air (tome 4),Fantasy,,05/03/2024,Hot Key Books,352,9781471411366,"His sweat carries the scent of crushed grass, but mostly he smells like blood. He watches me, lashes low over bis eyes. Without his golden armor, be almost looks like the boy I remember.

Eight years have passed since the Battle of the Serpent. But in the icy north, Lady Nore of the Court of Teeth has reclaimed the lce Needle Citadel. There, she is using an ancient relic to create monsters of stick and snow who will do her bidding and exact her revenge.

Suren, child queen of the Court of Teeth and the one person with power over her mother, has fled to the human world, where she lives feral in the woods.

Oak, now seventeen, is charming, beautiful and manipulative.
He's on a mission that will lead him into the citadel, and he wants
Suren's help. But if she agrees, it will mean guarding her heart against the boy she once knew and a prince she cannot trust, as well as confronting all the horrors she thought she'd left behind.

Return to the opulent world of Elfhame in this first book of a captivating new duology from no.1 New York Times bestselling author Holly Black.",/MyLibrary/Images/Books/34.png
"Black, Holly",The Wicked King,The Folk of the Air (tome 2),Fantasy,,22/08/2019,Hot Key Books,368,9781471407369,"""I have heard that for mortals, the feeling of falling in love is very like the feeling of fear.""

Jude has tricked Cardan onto the throne, binding him to her for a year and a day. But the new High King does everything in his power to humiliate and undermine her.
Meanwhile, a traitor is scheming against her. Jude must fight for her life and also battle her own complicated feelings for Cardan. Now a year and a day seems like no time at all...",/MyLibrary/Images/Books/89.png
"Bourdeaut, Olivier",En attendant Bojangles,,Roman,,07/01/2016,FINITUDE,160,9782363390639,"Sous le regard émerveillé de leur fils, ils dansent sur «Mr. Bojangles » de Nina Simone. Leur amour est magique, vertigineux, une fête perpétuelle. Chez eux, il n'y a de place que pour le plaisir, la fantaisie et les amis.
Celle qui donne le ton, qui mène le bal, c'est la mère, feu follet imprévisible et extravagant. C'est elle qui a adopté le quatrième membre de la famille, Mle Superfétatoire, un grand oiseau exotique qui déambule dans l'appartement.
C'est elle qui n'a de cesse de les entraîner dans un tourbillon de poésie et de chimères.
Un jour, pourtant, elle va trop loin. Et père et fils feront tout pour éviter l'inéluctable, pour que la fête continue, coûte que coûte.
L'amour fou n'a jamais si bien porté son nom.",/MyLibrary/Images/Books/100.png
"Bradbury, Ray",Fahrenheit 451,,SF,,1980,Granada,192,058604356X,"Fahrenheit 4511 is Ray Bradbury's hauntingly prophetic novel of a weird but not too distant future where happiness is allocated on a four-walled TV screen, where individuals, eccentrics and scholars are outcasts of society and where books - the cause of all unhappiness and disruption - are burned by a special task-force of
firemen.
It is also the story of Montag, trained by the State to be a destroyer, who one day throws down his can of kerosene and begins to read a book...",/MyLibrary/Images/Books/101.png
"Briand, Cécile",Où faire pipi à Paris ?: Guide de 200 toilettes accessibles au public,,Voyage,,18/10/2012,Attila,150,9782917084557,,/MyLibrary/Images/Books/272.png
"Brook, Peter",L'Espace vide: Écrits sur le théâtre,,Essai,,23/01/2014,Points,192,9782757839942,"« Peter Brook n'est pas seulement un metteur en scène et pas seulement un théoricien, même pragmatique, du théâtre. Sans l'avouer, du moins dans ce livre, il a de plus grandes ambitions. Le théâtre est pour lui, à coup sûr, une fin. Mais il est aussi un moyen de fonder et d'entretenir une communauté d'hommes et de femmes capables de porter atteinte, par leur seul exemple, à un ordre établi, d'apporter une inquiétude et un bonheur que d'autres arts du spectacle, trop dépendants des forces économiques qu'ils pourraient dénoncer, ne peuvent faire éclore.

Voici un livre indispensable à ceux qui aiment le théâtre et à ceux qui ne l'aiment pas. À ceux qui en font et à ceux qui y assistent. Car il y est autant question du public que des interprètes, acteurs ou metteurs en scène, grâce auxquels le théâtre, écrit ou non écrit, peut vivre. »

Extraits de la préface de Guy Demur",/MyLibrary/Images/Books/259.png
"Bryar, Colin; Carr, Bill","Working Backwards: Insights, Stories, and Secrets from Inside Amazon (English Edition)",,"Essai, Management",,18/02/2021,Macmillan,305,9781529033847,"Working Backwards is an insider's breakdown of Amazon's approach to culture, leadership, and best practices from two long-time Amazon executives--with lessons and techniques you can apply to your own company, and career, right now.

In Working Backwards, two long-serving Amazon executives reveal the principles and practices that have driven the success of one of the most extraordinary companies the world has ever known. With twenty-seven years of Amazon experience between them--much of it during the period of unmatched innovation that created products and services including Kindle, Amazon Prime, Amazon Studios, and Amazon Web Services--Bryar and Carr offer unprecedented access to the Amazon way as it was developed and proven to be repeatable, scalable, and adaptable.

With keen analysis and practical steps for applying it at your own company--no matter the size--the authors illuminate how Amazon's fourteen leadership principles inform decision-making at all levels of the company. With a focus on customer obsession, long-term thinking, eagerness to invent, and operational excellence, Amazon's ground-level practices ensure these characteristics are translated into action and flow through all aspects of the business.

Working Backwards is both a practical guidebook and the story of how the company grew to become so successful. It is filled with the authors' in-the-room recollections of what ""Being Amazonian"" is like and how their time at the company affected their personal and professional lives. They demonstrate that success on Amazon's scale is not achieved by the genius of any single leader, but rather through commitment to and execution of a set of well-defined, rigorously-executed principles and practices--shared here for the very first time.

Whatever your talent, career or organization might be, find out how you can put Working Backwards to work for you.",/MyLibrary/Images/Books/225.png
"Cable, James",The Death of King Arthur,,Classiques,,,Penguin Classics,,9780140442557,"The story begins with a Round Table sadly depleted in numbers after the Quest of the Holy Grail, and sick at heart. It goes on to tell of Lancelot's continuing adultery with Guinevere and the arrival of the treacherous Mordred, and ends with the last battle at Salisbury, the deaths of Arthur and Lancelot, and the destruction of the Kingdom of Logres. The tale is told simply, with none of the absurd fantasy common in other French romances of the same period, and conveys all the melancholy of a legend that, centuries later, has lost none of its power
to move.",/MyLibrary/Images/Books/108.png
"Caffart, Floriane",Eldora (1),Eldora (tome 1),Fantasy,,07/11/2020,HAMSTER,240,9782957213580,"Arkann et Sayla sont nés Faunes dans une société qui les méprise.
Alors fuir... mais pour aller où ? Le Roi Reigo surveille son peuple et lui défend de sortir d'Eldora.

Que se passe-t-il derrière les murs qui protègent la cité des créatures de I'Extérieur ? Pourquoi des Semeths ne sont-elles pas revenues d'expédition ? Que cache ce monde interdit ?

Trop de questions obscurcissent l'avenir du royaume.
Combien de temps le Roi pourra-t-il encore taire ces secrets?

Décidée à percer un mystère hérité de ses origines, la Princesse Heylinn est prête à sauter le pas... quitte à n'en jamais revenir.",/MyLibrary/Images/Books/91.png
"Caffart, Floriane",Eldora (2),Eldora (tome 2),Fantasy,,2022,HAMSTER,340,9782492332050,"Après avoir fui Eldora, Arkann et Sayla, accompagnés de Börom, Doka, Freïa et Heylinn, s'enfoncent dans les terres inconnues et mystérieuses de l'Extérieur.

Ce monde jusque-là interdit va-t-il enfin révéler son terrible secret ? Jour après jour vont se dénouer les fils d'un sordide arrangement perdu dans la nuit des temps.

Sans répit, l'Obscurité gangrène les arbres, les âmes et les coeurs. Des nuages de poussière noire recouvrent le sol. Partout ses volutes sombres sèment colère et désolation.",/MyLibrary/Images/Books/92.png
"Calvino, Italo",Le chevalier inexistant,,Roman,,01/01/1984,Seuil,153,9782020066853,"Le fait que Calvino est une voix de la littérature se voit immédiatement dans ceci que son écriture n'appartient qu'à lui. On la reconnaît. C'est une sorte de dosage, la combinaison très subtilement dosée d'un certain
nombre de charmes en prenant le mot au sens fort qu'il avait au dix-septième siècle, c'est-à-dire d'enchantement.",/MyLibrary/Images/Books/102.png
"Caro, Fabrice",Le discours,,Roman,,04/10/2018,GALLIMARD,208,9782072818493,"C'est le début d'un diner de famille pendant lequel Adrien, la quarantaine déprimée, attend désespérément une réponse au message qu'il vient d'envoyer à son ex. Entre le gratin dauphinois
et les amorces de discours, toutes plus absurdes les unes que les autres, se dessine un itinéraire sentimental touchant et désabusé, digne des meilleures comédies romantiques. Un récit savamment construit où le rire le dispute à l'émotion.",/MyLibrary/Images/Books/103.png
"Carter, Walter",Guitares ele de légende,,,,,Caza,,9782896520114,"Par l'équipe lauréate auteur du best-seller Ultimate Guitar Book, cette histoire en images rend hommage aux premiers instruments marquants apparus durant les soixante-dix premières années de la guitare électrique. Guitares électriques de légende parcourt l'histoire de la guitare électrique, des hollowbodies plébiscitées par les joueurs de jazz et de blues durant les années 1940 et 1950, aux formes emblématique de solidbodies qui influèrent sur l'histoire du rock'n'roll dans les années 1960-1970 et contribuèrent à la naissance d'un phénomène culturel moderne. Selon une présentation alphabétique, plus de 350 modèles, produits par plus de 70 fabricants, sont décrits en détail à travers une collection exceptionnelle de photographies en couleur mettant en valeur l'éclat, la polyvalence et l'excentricité parfois spectaculaire de ces instruments provenant de créateurs très divers à travers le monde. C'est un livre que tout guitariste passionné devrait avoir dans sa bibliothèque, pour pouvoir le feuilleter encore et encore.",
"Cassiers, Guy; Castellucci, Romeo","Europe, le regard des artistes",,Essai,,27/09/2012,Editions universitaires d'Avignon,110,9782357680333,"Initiées par le Festival d'Avignon, les Rencontres européennes proposent un espace de réfexion envisageant le projet européen par le prisme de l'art et la culture. A travers le regard croisé des metteurs en scène Romeo Castellucci et Guy Cassiers, ces débats ont permis de mettre la question du théâtre et des politiques culturelles au coeur d'une pensée engagée dans l'Europe contemporaine. Sources d'inspiration et conditions de création, dialogue des arts et des disciplines, altérité et citoyenneté, situation des artistes en Belgique et en Italie, autant de thèmes développés par deux grands créateurs ayant fait de l'horizon européen leur champ d'expérimentation esthétique, philosophique et humain.",/MyLibrary/Images/Books/260.png
"Cavatore, Alessio",My Little Pony : Tails of Equestria - Le Jeu d'Aventure,,JDR,,,,,9782363284730,,/MyLibrary/Images/Books/289.png
"Chabiron, Catherine; Medina, Regis; Haguenauer, Antoine",Learning to Scale at Theodo Group: Growing a fast and resilient company,,"Essai, Management",,16/12/2022,Learning to Scale @ Theodo Group,184,9782958357023,"Any fast-growing company eventually develops the Big Company Disease - a change in internal dynamics dramatically slowing down growth. Scaling up successfully is the ultimate challenge of any bootstrapped business.

Learning to Scale at Theodo Group is a deep dive into a lastingly fast-growing lean scale-up company.

Founded in 2009, the Theodo Group counts 600 people in 10 companies, generates a turnover of 90M€ and still keeps up with impressive growth even after 13 years in business - a showcase of the Lean strategy, inspired by the Toyota Production System.

Exploring the issues any company faces on a daily basis - finding a product-market fit, managing sales, recruitment, maintaining a technical edge - the book follows the path of a lean sensei, Catherine Chabiron, as she observes how teams deal with creating a sense of purpose, picking the right challenges and fostering a learning culture.

Learning to Scale at Theodo Group is a companion field book to Régis Medina’s 2020 bestseller Learning to Scale, acclaimed by thousands in the French tech world.",/MyLibrary/Images/Books/233.png
"Chateaubriand, François-René de",Mémoires d'outre-tombe (extraits),,Classiques,,1971,Bordas Editions,117,WISC:89065054660,"Mémoires d'outre-tombe est une autobiographie de François-René de Chateaubriand en 42 livres publiés en 1848. Le projet initial, 'Mémoires de ma vie', sera remanié et approfondi pour devenir ce que nous connaissons maintenant sous le nom de 'Mémoires d'outre-tombe'. Ce nouveau titre s'explique par la volonté de l'auteur de faire publier l'ouvrage 50 ans après sa mort mais, pour des raisons financières, il fut contraint 'd'hypothéquer sa tombe' en publiant les premiers livres de ses mémoires de son vivant.",/MyLibrary/Images/Books/104.png
"Chollet, Mona",Sorcières,,Essai,,13/09/2018,Zones,228,9782355221347,"Tremblez, les sorcières reviennent ! disait un slogan féministe des années 1970. Image repoussoir, représentation misogyne héritée des procès et des bûchers des grandes chasses de la Renaissance, la sorcière peut pourtant, affirme Mona Chollet, servir pour les femmes d'aujourd'hui de figure d'une puissance positive, affranchie de toutes les dominations. Qu'elles vendent des grimoires sur Etsy, postent des photos de leur autel orné de cristaux sur Instagram ou se rassemblent pour jeter des sorts à Donald Trump, les sorcières sont partout. Davantage encore que leurs aînées des années 1970, les féministes actuelles semblent hantées par cette figure. La sorcière est à la fois la victime absolue, celle pour qui on réclame justice, et la rebelle obstinée, insaisissable. Mais qui étaient au juste celles qui, dans l'Europe de la Renaissance, ont été accusées de sorcellerie ? Quels types de femme ces siècles de terreur ont-ils censurés, éliminés, réprimés ? Ce livre en explore trois et examine ce qu'il en reste aujourd'hui, dans nos préjugés et nos représentations : la femme indépendante –; puisque les veuves et les célibataires furent particulièrement visées ; la femme sans enfant –; puisque l'époque des chasses a marqué la fin de la tolérance pour celles qui prétendaient contrôler leur fécondité ; et la femme âgée – devenue, et restée depuis, un objet d'horreur. Enfin, il sera aussi question de la vision du monde que la traque des sorcières a servi à promouvoir, du rapport guerrier qui s'est développé alors tant à l'égard des femmes que de la nature : une double malédiction qui reste à lever.",/MyLibrary/Images/Books/220.png
"Cirotteau, Thomas; Kerner, Jennifer; Pincas, Éric",Lady Sapiens,,Essai,,28/09/2023,Collection Proche,218,9782493909442,"Et si l'âge de glace était aussi l'âge de la femme? Les plus grands spécialistes mondiaux de la prehistoire tentent de répondre à cette question dans une enquête inédite.

Chapitre après chapitre, les idées reçues et les préjugés sont déconstruits, preuves à l'appui,
afin de redonner à Lady Sapiens toute sa place dans I'histoire de l'humanité. On la croyait faible et sans défense, on la découvre chasseresse, combative et puissante. On la pensait bestiale
et primaire, la science révèle qu'elle maîtrisait de nombreux savoirs et prenait soin de son corps et de son apparence. On l'imaginait soumise, elle était respectée, honorée, vénérée...
Son souffle, ses pas, ses gestes retrouvés nous invitent à redécouvrir l'histoire de nos origines.
Une enquête absolument fascinante.

«Une formidable enquête scientifique qui redonne vie aux femmes du Paléolithique restées dans I'ombre.» Historia
«Une lecture fluide et passionnante.» ActuaLitté",/MyLibrary/Images/Books/56.png
"Claudel, Paul",La Ville,,Théâtre,,1893,L'Arche,,OCLC:759591246,"La révolte gronde dans la Ville gouvernée par les frères Besme, Isidore le savant et Lambert le politicien. La jeune Lâla, qu'aime Lambert, s'unit au poète Coeuvre, mais le quitte bientôt pour rejoindre les révolutionnaires et leur chef, Avare. Coeuvre disparaît. Plus tard, alors que c'est le fils que lui a donné Lâla, Yvors, qui est au pouvoir, Coeuvre revient, porteur d'une vérité : la Fin de la société des hommes, c'est Dieu.",/MyLibrary/Images/Books/255.png
"Clausewitz, Carl von",De la guerre,,,,,10 X 18,162,9782824904870,"Conçu, écrit et constamment remanié entre 1816 et 1830, demeuré inachevé mais publié à titre posthume en 1832, ""De la guerre"" doit sa célébrité et son influence au fait qu'il est le premier traité de stratégie militaire à envisager la guerre comme constante anthropologique et à en élaborer une philosophie. Tirant la leçon des bouleversements introduits dans la conduite des guerres par les campagnes de la Révolution française et de l'Empire, Clausewitz insiste sur le rôle décisif que jouent les forces morales dans les conflits, alors que les auteurs spécialisés jusqu'alors ramenaient l'art de la guerre à de simples séries de mouvements de troupes. Selon lui, les soldats doivent être galvanisés par de puissantes motivations idéologiques et la force d'âme, faite de courage et de détermination mais aussi de clairvoyance intellectuelle, est la qualité suprême du chef de guerre. S'opposant au cosmopolitisme et à l'humanisme pacifiste de la génération des Lumières en Prusse, qui avait accueilli avec enthousiasme le traité d'Emmanuel Kant ""Pour la paix perpétuelle"", il met ici véritablement en relation la guerre et la politique en développant sa célèbre formule selon laquelle ""la guerre est la continuation de la politique par d'autres moyens"". Selon lui, la guerre n'est ""ni un art, ni une science, mais un acte de la vie sociale"". De théories sur le concept de ""guerre absolue"" (""La guerre est un acte de violence à l'emploi de laquelle il n'existe pas de limites"") en réflexions sur la doctrine stratégique ou la guérilla, ""De la guerre"" sera lu et relu avidement par la plupart des responsables politiques et militaires des 19e et 20e siècles, dont notamment Marx, Engels et Lénine, même si l'enseignement que ces générations ont cru devoir en tirer montrent que son interprétation a donné lieu à de graves contresens, dont le plus éclatant a consisté à faire de lui un précurseur de la guerre totale. Indéniablement, Clausewitz est un belliciste pour qui la guerre est l'épreuve la plus haute et la plus salutaire dans la vie des États, et le moyen privilégié de l'affirmation nationale, mais ce bellicisme n'est pas sommaire. Il découle d'une conception nouvelle de la nation, inspirée par la leçon de la défaite de Iéna qui a failli entraîner la disparition de la Prusse et la transformation de l'Allemagne en satellite de la France.",/MyLibrary/Images/Books/297.png
